1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-23,-39,-44,-48,-50,-49,-49,-48,-58,-50,-50,-59,-54,-53,-55,-53,-58,-54,-57,-55,-57
-23,-30,-45,-48,-50,-49,-49,-47,-58,-50,-50,-59,-49,-54,-54,-53,-58,-60,-56,-55,-56
-23,-40,-45,-48,-50,-49,-44,-47,-58,-46,-50,-59,-51,-54,-54,-53,-58,-56,-56,-50,-56
-23,-40,-45,-49,-56,-49,-44,-45,-58,-51,-50,-60,-48,-53,-54,-53,-59,-54,-57,-55,-57
-26,-39,-45,-48,-50,-49,-44,-46,-59,-50,-48,-69,-48,-53,-54,-53,-59,-54,-61,-56,-56
-23,-40,-46,-48,-50,-49,-44,-46,-60,-50,-48,-60,-48,-53,-54,-53,-59,-55,-62,-55,-56
-23,-40,-46,-48,-50,-49,-44,-45,-59,-50,-48,-59,-49,-53,-54,-52,-58,-55,-59,-55,-64
-23,-41,-45,-48,-51,-48,-50,-45,-59,-50,-47,-59,-48,-52,-54,-54,-63,-56,-64,-55,-65
-23,-40,-46,-48,-51,-49,-44,-45,-60,-46,-48,-60,-48,-53,-54,-54,-63,-56,-63,-55,-57
-23,-40,-45,-48,-56,-49,-44,-44,-59,-46,-50,-60,-50,-52,-54,-54,-63,-55,-61,-55,-56
-22,-40,-45,-49,-56,-49,-44,-44,-59,-46,-50,-59,-53,-52,-54,-54,-63,-55,-61,-54,-56
-23,-43,-45,-54,-56,-49,-44,-44,-59,-46,-50,-59,-51,-52,-54,-51,-63,-55,-61,-54,-56
-23,-42,-46,-48,-56,-59,-44,-45,-60,-46,-50,-60,-52,-52,-54,-51,-63,-55,-60,-51,-56
-23,-35,-45,-53,-56,-48,-50,-60,-60,-50,-50,-59,-53,-53,-53,-54,-63,-55,-59,-55,-56
-23,-36,-45,-53,-56,-48,-51,-46,-60,-51,-50,-56,-52,-51,-54,-53,-74,-55,-58,-54,-56
-26,-35,-46,-52,-54,-49,-54,-47,-59,-51,-49,-56,-53,-51,-53,-54,-63,-56,-61,-53,-56
-26,-42,-45,-53,-54,-49,-49,-48,-60,-51,-47,-56,-54,-51,-55,-54,-63,-55,-61,-55,-57
-27,-43,-46,-53,-55,-51,-52,-48,-59,-50,-47,-56,-53,-52,-53,-54,-59,-55,-60,-54,-56
-27,-42,-45,-53,-56,-48,-60,-47,-76,-50,-49,-56,-53,-51,-55,-54,-59,-58,-57,-53,-57
-27,-43,-45,-52,-57,-48,-51,-48,-60,-50,-48,-56,-52,-53,-54,-54,-59,-56,-57,-55,-64
-27,-41,-44,-52,-57,-49,-51,-48,-59,-50,-47,-56,-48,-54,-54,-53,-59,-56,-61,-55,-56
-27,-42,-45,-53,-56,-49,-49,-48,-59,-50,-48,-56,-48,-53,-53,-54,-63,-56,-58,-63,-56
-27,-42,-46,-53,-57,-49,-48,-49,-54,-45,-47,-56,-49,-53,-54,-54,-59,-55,-61,-55,-57
-27,-42,-44,-53,-59,-49,-48,-47,-55,-45,-47,-56,-49,-53,-72,-53,-58,-55,-58,-55,-57
-26,-41,-44,-49,-57,-48,-49,-45,-55,-45,-47,-56,-49,-52,-54,-54,-59,-55,-56,-55,-56
-26,-43,-45,-49,-57,-48,-49,-45,-60,-45,-47,-56,-49,-53,-54,-54,-59,-56,-59,-54,-56
-27,-42,-45,-49,-57,-49,-49,-45,-59,-46,-47,-56,-48,-52,-54,-54,-63,-56,-59,-55,-56
-29,-39,-45,-49,-57,-51,-48,-45,-58,-51,-47,-56,-48,-53,-52,-54,-62,-56,-60,-56,-56
-25,-40,-45,-49,-56,-49,-48,-44,-58,-45,-49,-59,-48,-53,-52,-55,-63,-56,-61,-55,-56
-25,-42,-45,-49,-56,-49,-49,-44,-59,-46,-47,-55,-49,-51,-52,-55,-63,-55,-62,-54,-56
-27,-42,-44,-49,-51,-49,-51,-46,-59,-50,-47,-56,-49,-51,-53,-54,-63,-55,-66,-54,-64
-27,-40,-45,-49,-51,-49,-53,-44,-59,-50,-47,-56,-49,-51,-53,-54,-63,-56,-62,-54,-56
-26,-42,-45,-49,-51,-49,-53,-44,-59,-49,-47,-56,-53,-52,-52,-77,-62,-55,-61,-53,-56
-23,-40,-44,-49,-51,-49,-52,-46,-59,-50,-47,-56,-53,-54,-52,-54,-63,-56,-60,-54,-56
-23,-40,-46,-53,-51,-49,-52,-49,-59,-50,-47,-56,-53,-53,-52,-54,-62,-56,-60,-54,-57
-23,-42,-45,-53,-51,-49,-49,-49,-60,-50,-47,-60,-53,-54,-52,-54,-63,-56,-62,-54,-57
-23,-40,-46,-53,-51,-49,-52,-48,-59,-58,-48,-59,-53,-52,-50,-54,-63,-55,-61,-54,-65
-23,-41,-44,-53,-51,-51,-50,-48,-59,-50,-47,-59,-53,-54,-50,-55,-63,-56,-57,-55,-65
-27,-40,-45,-49,-51,-59,-51,-47,-77,-50,-48,-60,-52,-53,-53,-53,-63,-56,-62,-55,-65
-26,-39,-44,-49,-51,-49,-51,-47,-59,-51,-47,-60,-53,-53,-53,-54,-63,-55,-59,-56,-56
-27,-43,-44,-49,-52,-49,-49,-46,-59,-50,-47,-59,-54,-53,-52,-54,-63,-55,-60,-54,-57
-26,-42,-45,-49,-58,-51,-46,-51,-59,-50,-48,-59,-54,-53,-53,-54,-63,-56,-60,-54,-57
-27,-40,-45,-49,-51,-51,-54,-44,-77,-50,-47,-60,-52,-53,-53,-54,-61,-56,-59,-56,-57
-22,-43,-44,-53,-51,-49,-55,-46,-59,-50,-47,-60,-51,-53,-53,-55,-62,-58,-65,-55,-57
-25,-43,-45,-49,-52,-49,-51,-44,-59,-50,-47,-59,-53,-53,-52,-53,-73,-56,-64,-55,-57
-23,-41,-45,-49,-51,-49,-51,-48,-59,-50,-50,-59,-54,-53,-53,-54,-53,-56,-62,-53,-57
-23,-41,-44,-49,-57,-51,-48,-47,-59,-50,-58,-59,-53,-53,-52,-54,-53,-55,-61,-56,-57
-23,-42,-44,-49,-57,-49,-49,-46,-60,-51,-50,-71,-52,-54,-52,-53,-53,-56,-62,-56,-57
-23,-43,-46,-49,-58,-68,-49,-78,-60,-51,-50,-60,-52,-52,-71,-53,-54,-56,-63,-55,-56
-26,-40,-44,-57,-57,-49,-55,-77,-60,-51,-50,-60,-55,-52,-52,-53,-54,-55,-60,-55,-56
-26,-41,-45,-53,-57,-49,-50,-46,-59,-50,-50,-59,-52,-52,-53,-53,-61,-56,-60,-56,-64
-26,-41,-45,-53,-57,-48,-51,-46,-59,-50,-50,-60,-51,-51,-53,-54,-54,-55,-60,-56,-56
-27,-43,-40,-57,-56,-49,-51,-46,-59,-50,-50,-59,-51,-52,-53,-54,-54,-56,-62,-54,-57
-26,-40,-41,-53,-57,-49,-50,-46,-59,-50,-49,-60,-51,-53,-52,-54,-61,-55,-58,-56,-57
-27,-40,-41,-52,-55,-51,-50,-46,-59,-50,-50,-60,-51,-51,-52,-52,-54,-56,-58,-57,-56
-25,-41,-41,-52,-54,-49,-52,-46,-60,-51,-50,-60,-51,-51,-53,-54,-54,-55,-63,-56,-66
-26,-43,-41,-52,-54,-49,-52,-46,-60,-51,-50,-60,-53,-52,-52,-55,-54,-56,-64,-56,-65
-27,-39,-46,-54,-53,-49,-52,-46,-59,-52,-50,-60,-52,-52,-53,-54,-54,-55,-64,-55,-66
-23,-40,-45,-53,-50,-49,-52,-62,-60,-52,-49,-80,-52,-51,-53,-54,-54,-55,-63,-55,-64
-23,-42,-46,-53,-50,-49,-52,-46,-59,-51,-50,-60,-52,-51,-52,-55,-54,-55,-64,-55,-64
-23,-40,-45,-53,-50,-49,-51,-47,-60,-51,-50,-59,-52,-52,-52,-53,-54,-55,-63,-55,-56
-23,-41,-44,-53,-50,-49,-50,-47,-59,-52,-50,-59,-52,-51,-53,-54,-54,-55,-61,-56,-56
-23,-42,-44,-53,-53,-49,-51,-46,-59,-52,-50,-60,-52,-51,-53,-54,-54,-53,-62,-56,-63
-23,-43,-44,-53,-54,-49,-52,-46,-60,-52,-50,-60,-52,-51,-53,-55,-54,-53,-61,-55,-64
-23,-42,-44,-53,-55,-48,-51,-47,-60,-51,-50,-59,-52,-51,-53,-55,-63,-53,-62,-55,-65
-23,-43,-44,-53,-55,-49,-52,-47,-60,-52,-50,-59,-52,-51,-52,-54,-62,-53,-61,-55,-64
-23,-42,-44,-53,-58,-51,-52,-47,-59,-52,-76,-59,-52,-53,-53,-54,-61,-53,-61,-56,-63
-23,-40,-44,-54,-54,-49,-54,-47,-58,-52,-50,-59,-52,-53,-53,-54,-62,-53,-61,-55,-65
-27,-43,-44,-53,-56,-49,-52,-45,-59,-51,-74,-59,-51,-52,-55,-54,-62,-54,-61,-55,-65
-26,-42,-44,-49,-57,-49,-61,-45,-58,-52,-75,-60,-53,-52,-50,-54,-62,-56,-61,-55,-57
-33,-41,-44,-49,-57,-49,-49,-45,-60,-52,-49,-60,-53,-53,-50,-54,-62,-54,-60,-55,-56
-26,-42,-45,-49,-58,-49,-50,-45,-59,-51,-49,-59,-53,-53,-50,-54,-62,-54,-63,-55,-56
-27,-42,-44,-49,-57,-60,-48,-45,-59,-51,-50,-71,-53,-52,-50,-53,-63,-53,-61,-55,-65
-27,-40,-44,-49,-56,-51,-48,-45,-59,-51,-61,-59,-52,-53,-50,-54,-62,-55,-61,-55,-64
-27,-42,-44,-53,-50,-50,-48,-45,-59,-52,-50,-59,-53,-53,-51,-54,-63,-53,-61,-55,-65
-27,-42,-44,-49,-50,-51,-48,-45,-56,-52,-50,-59,-53,-53,-51,-55,-62,-54,-61,-56,-67
-27,-40,-44,-49,-50,-50,-50,-47,-56,-52,-50,-59,-53,-52,-53,-54,-62,-53,-61,-59,-65
-27,-40,-44,-49,-50,-50,-52,-45,-56,-52,-50,-60,-54,-53,-54,-54,-62,-53,-61,-55,-65
-26,-39,-44,-49,-50,-48,-49,-45,-56,-51,-50,-60,-54,-52,-52,-54,-63,-53,-61,-55,-65
-27,-42,-44,-49,-57,-48,-49,-48,-56,-51,-50,-59,-53,-52,-72,-54,-62,-56,-62,-56,-64
-26,-40,-44,-53,-50,-48,-49,-48,-56,-51,-50,-60,-52,-52,-52,-53,-62,-56,-62,-55,-56
-26,-40,-44,-52,-50,-51,-49,-48,-56,-51,-50,-60,-53,-52,-52,-53,-61,-55,-62,-56,-65
-27,-39,-45,-53,-49,-63,-49,-46,-59,-52,-50,-60,-53,-52,-52,-53,-62,-55,-61,-55,-57
-25,-41,-40,-53,-49,-49,-49,-48,-58,-52,-50,-59,-53,-53,-53,-54,-61,-59,-62,-55,-57
-25,-40,-45,-53,-50,-51,-49,-48,-59,-57,-47,-60,-54,-53,-52,-54,-74,-56,-62,-55,-64
-26,-41,-44,-53,-49,-51,-48,-46,-60,-52,-47,-60,-53,-53,-52,-54,-62,-56,-63,-55,-57
-25,-41,-44,-57,-50,-51,-49,-46,-60,-52,-47,-60,-54,-53,-52,-54,-61,-55,-64,-55,-56
-26,-40,-45,-53,-56,-48,-49,-48,-59,-52,-48,-60,-53,-52,-52,-55,-60,-55,-63,-55,-56
-27,-38,-45,-54,-55,-48,-49,-48,-60,-50,-47,-60,-53,-53,-53,-54,-63,-55,-63,-55,-65
-25,-37,-45,-54,-55,-48,-51,-46,-60,-52,-47,-60,-55,-52,-53,-54,-62,-56,-65,-55,-56
-26,-41,-46,-54,-55,-48,-51,-46,-60,-52,-47,-60,-54,-52,-53,-54,-62,-56,-64,-56,-56
-26,-39,-44,-53,-55,-48,-53,-48,-60,-50,-47,-70,-53,-53,-52,-54,-61,-56,-64,-56,-56
-24,-40,-46,-53,-56,-49,-52,-76,-59,-52,-47,-60,-53,-54,-53,-54,-61,-55,-64,-55,-57
-26,-38,-44,-52,-56,-48,-53,-76,-60,-51,-47,-59,-54,-52,-52,-54,-63,-55,-65,-56,-66
-31,-40,-46,-53,-56,-48,-53,-47,-60,-52,-50,-59,-50,-54,-54,-54,-62,-55,-65,-55,-65
-27,-40,-44,-53,-55,-48,-52,-45,-59,-52,-50,-60,-54,-54,-53,-54,-75,-55,-66,-55,-56
-24,-41,-45,-53,-55,-51,-52,-48,-56,-51,-50,-72,-53,-53,-52,-54,-54,-55,-64,-55,-65
-24,-41,-45,-49,-55,-48,-52,-47,-56,-52,-51,-56,-53,-51,-53,-54,-54,-55,-64,-56,-56
-27,-41,-44,-49,-56,-48,-51,-45,-56,-52,-50,-60,-53,-51,-52,-53,-55,-55,-64,-55,-64
-22,-41,-45,-49,-50,-48,-51,-45,-56,-52,-51,-60,-53,-51,-53,-53,-54,-55,-63,-55,-56
-22,-41,-45,-49,-50,-50,-51,-45,-56,-52,-49,-59,-52,-50,-52,-53,-55,-55,-64,-55,-57
-22,-39,-45,-49,-50,-48,-51,-45,-56,-51,-49,-59,-53,-52,-53,-53,-55,-55,-63,-63,-65
-21,-40,-46,-49,-50,-58,-50,-45,-56,-50,-49,-59,-52,-53,-53,-54,-63,-55,-63,-55,-65
-27,-43,-46,-49,-50,-48,-51,-45,-56,-54,-51,-60,-52,-54,-71,-53,-63,-55,-63,-55,-65
-26,-42,-45,-49,-50,-48,-59,-45,-56,-51,-51,-60,-52,-52,-53,-53,-63,-55,-62,-55,-56
-26,-41,-45,-49,-50,-51,-51,-47,-56,-51,-51,-60,-52,-53,-52,-55,-63,-55,-62,-55,-56
-27,-43,-46,-49,-51,-51,-51,-45,-59,-50,-51,-59,-52,-52,-52,-53,-62,-55,-62,-56,-56
-26,-42,-46,-53,-50,-49,-52,-45,-55,-53,-75,-60,-53,-53,-54,-54,-61,-59,-62,-56,-57
-26,-41,-46,-53,-50,-49,-52,-67,-56,-52,-50,-59,-52,-50,-53,-54,-62,-55,-64,-55,-57
-26,-41,-45,-53,-57,-49,-51,-45,-55,-59,-50,-60,-53,-50,-52,-54,-62,-55,-63,-55,-64
-27,-42,-45,-53,-56,-49,-52,-45,-56,-50,-73,-59,-53,-51,-80,-54,-62,-56,-62,-56,-56
-26,-41,-45,-52,-54,-49,-52,-45,-56,-53,-74,-56,-52,-51,-53,-54,-62,-55,-62,-55,-64
-26,-40,-45,-52,-60,-49,-52,-47,-56,-53,-51,-56,-52,-53,-52,-54,-63,-55,-62,-55,-65
-26,-41,-44,-52,-54,-51,-52,-45,-56,-50,-49,-59,-53,-53,-53,-54,-63,-54,-63,-55,-56
-27,-42,-46,-52,-55,-51,-52,-45,-60,-51,-49,-60,-53,-52,-53,-54,-63,-54,-62,-63,-57
-26,-40,-45,-52,-55,-48,-52,-45,-60,-54,-61,-60,-53,-77,-53,-54,-70,-54,-62,-55,-56
-26,-40,-44,-52,-54,-48,-52,-68,-60,-52,-51,-55,-52,-77,-53,-54,-62,-53,-62,-55,-57
-26,-40,-45,-52,-53,-48,-51,-61,-60,-51,-51,-55,-53,-52,-52,-54,-62,-54,-62,-56,-65
-26,-39,-45,-52,-53,-48,-52,-47,-59,-51,-51,-60,-50,-52,-52,-54,-62,-54,-61,-55,-56
-27,-41,-46,-49,-54,-48,-52,-47,-60,-48,-51,-59,-50,-52,-51,-55,-63,-54,-62,-55,-56
-27,-40,-46,-49,-50,-48,-51,-46,-60,-48,-52,-55,-49,-52,-54,-53,-63,-54,-62,-54,-57
-32,-36,-45,-49,-56,-57,-51,-46,-60,-51,-51,-60,-50,-52,-52,-53,-62,-54,-63,-55,-57
-23,-35,-46,-49,-56,-56,-52,-46,-60,-51,-51,-59,-49,-53,-51,-54,-63,-54,-73,-54,-56
-23,-36,-46,-49,-56,-56,-52,-46,-59,-51,-51,-60,-50,-52,-51,-54,-54,-54,-62,-55,-57
-23,-36,-45,-49,-57,-57,-51,-46,-58,-50,-51,-55,-53,-53,-51,-54,-54,-53,-63,-56,-56
-23,-36,-45,-49,-57,-57,-51,-77,-59,-55,-51,-56,-50,-52,-51,-54,-54,-53,-62,-64,-66
-23,-40,-45,-49,-57,-51,-73,-45,-59,-48,-51,-55,-50,-53,-53,-54,-54,-54,-62,-55,-56
-27,-35,-45,-49,-57,-51,-73,-46,-59,-50,-51,-55,-50,-53,-53,-54,-54,-54,-63,-56,-56
-25,-36,-45,-49,-57,-51,-52,-62,-59,-48,-51,-56,-50,-54,-52,-54,-63,-53,-62,-56,-56
-26,-35,-45,-53,-57,-48,-52,-45,-60,-54,-74,-60,-50,-53,-74,-54,-61,-54,-63,-55,-56
-26,-36,-45,-48,-57,-49,-74,-60,-58,-48,-75,-70,-50,-53,-52,-54,-62,-54,-64,-55,-56
-26,-35,-45,-49,-58,-58,-52,-62,-59,-48,-51,-60,-50,-52,-51,-55,-61,-54,-63,-55,-56
-26,-40,-46,-49,-57,-61,-52,-62,-60,-48,-51,-60,-50,-53,-52,-55,-74,-59,-65,-55,-56
-26,-40,-45,-48,-57,-49,-52,-46,-60,-48,-51,-59,-50,-52,-55,-53,-62,-54,-65,-55,-56
-27,-39,-46,-49,-56,-52,-52,-45,-59,-48,-51,-60,-50,-52,-52,-54,-60,-54,-66,-55,-56
-23,-41,-45,-57,-55,-49,-49,-62,-59,-48,-51,-56,-51,-51,-52,-53,-61,-54,-66,-55,-56
-23,-39,-45,-50,-54,-49,-50,-62,-59,-53,-50,-56,-51,-53,-52,-54,-63,-54,-65,-56,-64
-23,-40,-44,-50,-60,-49,-52,-62,-59,-53,-75,-56,-49,-51,-61,-54,-62,-53,-56,-56,-65
-23,-40,-46,-50,-54,-49,-50,-61,-59,-53,-49,-56,-50,-51,-52,-53,-61,-53,-57,-55,-65
-23,-41,-45,-50,-54,-51,-49,-62,-59,-53,-50,-56,-49,-51,-52,-52,-62,-55,-56,-56,-65
-27,-40,-45,-51,-54,-51,-50,-62,-59,-53,-60,-60,-50,-52,-54,-51,-63,-55,-57,-56,-65
-27,-39,-45,-53,-50,-51,-49,-61,-59,-56,-51,-59,-50,-53,-52,-52,-63,-54,-57,-56,-65
-27,-35,-45,-48,-50,-51,-50,-68,-60,-51,-51,-60,-50,-53,-51,-52,-65,-54,-57,-55,-66
-27,-35,-45,-48,-54,-49,-49,-47,-59,-51,-51,-58,-50,-76,-50,-55,-65,-55,-56,-55,-57
-27,-35,-45,-49,-54,-49,-50,-66,-59,-49,-51,-60,-49,-77,-48,-52,-65,-54,-59,-55,-66
-26,-35,-45,-49,-55,-49,-49,-45,-59,-50,-52,-59,-50,-52,-48,-53,-62,-55,-59,-56,-57
-27,-35,-45,-49,-55,-49,-49,-45,-57,-57,-51,-59,-49,-52,-48,-52,-61,-55,-65,-55,-57
-26,-36,-45,-49,-56,-49,-50,-59,-57,-52,-51,-59,-50,-52,-49,-52,-61,-55,-65,-56,-57
-27,-36,-44,-52,-55,-49,-59,-65,-58,-54,-76,-59,-50,-51,-48,-52,-62,-54,-64,-55,-56
-26,-36,-45,-54,-55,-49,-49,-47,-58,-55,-51,-60,-50,-52,-49,-52,-75,-54,-64,-55,-57
-26,-36,-45,-53,-55,-52,-49,-45,-59,-58,-51,-59,-51,-53,-49,-52,-63,-55,-69,-65,-57
-27,-36,-45,-52,-55,-49,-52,-45,-58,-57,-51,-60,-49,-52,-53,-51,-62,-54,-63,-55,-56
-25,-40,-45,-53,-55,-49,-51,-47,-59,-56,-51,-59,-50,-52,-51,-54,-63,-55,-63,-56,-57
-27,-39,-45,-53,-55,-49,-49,-76,-50,-55,-51,-58,-51,-52,-51,-52,-76,-54,-62,-54,-57
-26,-40,-45,-53,-55,-49,-49,-77,-51,-53,-51,-58,-50,-53,-52,-52,-63,-54,-63,-54,-57
-32,-41,-45,-53,-56,-51,-52,-47,-50,-57,-51,-62,-53,-52,-51,-53,-63,-55,-63,-55,-57
-27,-39,-45,-52,-56,-51,-52,-45,-51,-55,-51,-61,-50,-52,-52,-53,-62,-55,-63,-57,-57
-25,-40,-45,-52,-56,-48,-52,-45,-51,-53,-51,-60,-49,-52,-53,-55,-61,-59,-63,-56,-57
-25,-35,-46,-53,-56,-48,-51,-45,-58,-51,-51,-59,-50,-53,-54,-51,-65,-55,-63,-55,-57
-27,-36,-45,-53,-56,-48,-51,-64,-58,-52,-51,-69,-50,-53,-49,-56,-62,-55,-54,-54,-57
-27,-35,-45,-53,-56,-48,-51,-45,-58,-52,-51,-62,-50,-52,-55,-53,-62,-54,-55,-55,-57
-27,-36,-44,-52,-56,-48,-51,-77,-59,-54,-51,-57,-50,-51,-51,-53,-63,-54,-55,-55,-57
-26,-35,-45,-52,-56,-49,-51,-57,-59,-51,-51,-62,-49,-74,-53,-51,-62,-55,-55,-55,-57
-27,-39,-45,-52,-62,-50,-51,-57,-58,-51,-51,-58,-50,-51,-51,-52,-62,-52,-55,-55,-57
-26,-40,-45,-53,-56,-50,-51,-47,-59,-51,-51,-58,-50,-53,-53,-54,-62,-47,-55,-55,-66
-26,-40,-46,-54,-55,-52,-51,-47,-58,-51,-51,-59,-50,-75,-63,-54,-53,-47,-55,-54,-57
-23,-41,-46,-52,-50,-46,-51,-60,-58,-52,-51,-59,-50,-50,-55,-54,-54,-52,-55,-57,-57
-23,-40,-45,-54,-50,-46,-51,-54,-58,-52,-50,-59,-50,-75,-54,-54,-53,-52,-55,-54,-57
-23,-40,-46,-53,-50,-46,-50,-47,-58,-56,-50,-61,-51,-52,-54,-52,-53,-55,-55,-54,-57
-23,-40,-45,-54,-50,-49,-50,-45,-58,-49,-51,-59,-50,-74,-51,-55,-53,-55,-55,-58,-57
-23,-43,-44,-53,-50,-47,-51,-45,-59,-48,-50,-54,-50,-51,-51,-55,-54,-55,-63,-54,-66
-27,-40,-46,-57,-50,-52,-72,-60,-59,-47,-50,-54,-50,-51,-51,-55,-54,-55,-62,-55,-66
-23,-42,-46,-53,-50,-52,-74,-46,-58,-47,-50,-54,-50,-52,-51,-54,-54,-54,-63,-55,-65
-23,-40,-46,-53,-50,-51,-51,-46,-81,-47,-50,-54,-50,-51,-51,-51,-54,-55,-63,-56,-65
-23,-41,-45,-53,-50,-51,-52,-45,-58,-47,-50,-54,-50,-51,-53,-55,-54,-55,-63,-56,-66
-23,-40,-45,-53,-50,-51,-74,-45,-59,-47,-63,-58,-50,-50,-53,-54,-53,-55,-63,-63,-66
-23,-40,-44,-49,-56,-53,-51,-44,-59,-48,-51,-59,-50,-51,-53,-56,-53,-55,-63,-55,-66
-23,-41,-45,-49,-55,-52,-51,-47,-59,-48,-50,-54,-53,-52,-52,-54,-54,-54,-63,-55,-65
-23,-41,-46,-49,-55,-49,-51,-46,-59,-48,-50,-55,-50,-51,-51,-54,-54,-54,-64,-55,-57
-27,-41,-46,-49,-55,-53,-49,-65,-59,-48,-50,-55,-51,-52,-51,-54,-55,-58,-64,-54,-66
-23,-41,-46,-49,-49,-52,-49,-66,-59,-48,-51,-55,-50,-52,-50,-53,-63,-55,-64,-55,-75
-23,-38,-44,-48,-50,-46,-49,-44,-60,-50,-51,-54,-50,-53,-50,-54,-63,-55,-65,-54,-66
-23,-40,-44,-48,-50,-47,-50,-44,-59,-48,-51,-54,-50,-51,-51,-54,-77,-55,-64,-54,-56
-23,-40,-44,-48,-50,-48,-49,-46,-58,-51,-51,-54,-50,-52,-50,-54,-54,-55,-64,-54,-56
-23,-39,-45,-48,-50,-48,-49,-66,-58,-52,-51,-55,-50,-53,-51,-55,-55,-55,-64,-55,-56
-23,-39,-45,-48,-55,-59,-49,-76,-60,-52,-51,-55,-50,-52,-51,-54,-54,-55,-64,-56,-56
-23,-39,-45,-49,-55,-56,-49,-47,-56,-51,-51,-54,-51,-52,-50,-55,-54,-55,-64,-54,-57
-23,-39,-45,-53,-56,-47,-49,-45,-57,-53,-51,-59,-50,-51,-51,-52,-54,-55,-64,-56,-57
-25,-40,-45,-49,-56,-49,-49,-45,-56,-53,-50,-55,-50,-52,-51,-55,-54,-55,-56,-55,-56
-27,-40,-46,-49,-57,-57,-51,-47,-56,-51,-51,-55,-49,-52,-51,-54,-54,-55,-56,-56,-57
-26,-39,-46,-49,-56,-59,-51,-46,-56,-51,-51,-55,-50,-52,-51,-54,-54,-59,-56,-58,-66
-27,-39,-46,-49,-56,-59,-51,-46,-60,-61,-51,-56,-50,-52,-52,-55,-54,-55,-56,-56,-56
-26,-30,-45,-49,-56,-49,-52,-44,-60,-50,-51,-56,-50,-52,-51,-53,-54,-55,-55,-57,-57
-27,-30,-44,-49,-56,-46,-52,-47,-58,-49,-51,-56,-50,-53,-52,-53,-54,-55,-63,-56,-57
-26,-30,-45,-49,-55,-64,-51,-46,-59,-49,-51,-62,-49,-53,-52,-55,-60,-55,-64,-54,-66
-26,-30,-45,-49,-55,-56,-51,-46,-59,-48,-51,-55,-50,-52,-52,-54,-54,-54,-64,-55,-66
-27,-30,-45,-49,-56,-49,-51,-46,-60,-47,-51,-55,-50,-53,-52,-54,-63,-54,-64,-55,-65
-26,-40,-45,-52,-56,-60,-51,-61,-59,-71,-51,-56,-50,-52,-53,-55,-54,-54,-63,-55,-56
-32,-40,-43,-50,-56,-48,-51,-46,-59,-47,-51,-55,-50,-53,-72,-55,-54,-55,-65,-56,-64
-24,-40,-44,-49,-56,-55,-49,-46,-59,-49,-51,-55,-49,-53,-53,-54,-54,-54,-55,-55,-65
-25,-38,-44,-54,-54,-50,-50,-47,-59,-72,-51,-79,-50,-53,-53,-54,-54,-55,-55,-55,-64
-24,-38,-44,-49,-50,-48,-49,-47,-59,-49,-51,-77,-50,-52,-53,-55,-54,-55,-55,-55,-65
-27,-34,-44,-48,-54,-48,-49,-46,-60,-50,-51,-61,-50,-51,-53,-53,-60,-54,-55,-55,-64
-27,-34,-44,-48,-60,-46,-49,-46,-59,-49,-51,-57,-49,-53,-53,-52,-69,-55,-55,-55,-56
-26,-40,-45,-48,-54,-56,-49,-63,-59,-49,-51,-58,-50,-52,-53,-52,-62,-59,-55,-56,-56
-26,-40,-43,-48,-55,-50,-49,-47,-57,-48,-50,-59,-49,-52,-53,-54,-62,-54,-55,-56,-65
-27,-40,-44,-48,-55,-50,-49,-47,-59,-48,-50,-58,-50,-52,-54,-54,-62,-55,-55,-55,-64
-25,-40,-43,-53,-51,-50,-50,-46,-56,-47,-51,-58,-49,-52,-53,-54,-62,-55,-55,-58,-56
-26,-40,-44,-52,-51,-51,-50,-46,-55,-49,-51,-55,-51,-52,-52,-54,-62,-55,-55,-57,-56
-26,-40,-45,-54,-51,-51,-49,-44,-56,-61,-51,-59,-50,-52,-52,-54,-63,-54,-65,-56,-56
-26,-41,-44,-53,-51,-59,-50,-46,-55,-62,-50,-59,-50,-52,-53,-53,-62,-55,-66,-55,-57
-26,-39,-43,-49,-51,-49,-50,-46,-55,-49,-51,-58,-49,-52,-60,-53,-63,-54,-62,-56,-56
-26,-41,-44,-52,-55,-52,-50,-44,-59,-49,-52,-58,-49,-52,-53,-54,-62,-54,-63,-54,-64
-27,-41,-40,-53,-55,-76,-50,-44,-58,-49,-51,-57,-49,-52,-55,-54,-63,-54,-63,-55,-64
-26,-39,-40,-53,-55,-77,-49,-60,-59,-48,-51,-58,-50,-51,-56,-54,-62,-55,-62,-56,-56
-23,-40,-40,-51,-56,-49,-49,-46,-77,-48,-52,-60,-50,-51,-55,-54,-62,-55,-63,-56,-56
-23,-40,-40,-54,-56,-48,-50,-46,-59,-64,-51,-63,-50,-51,-54,-54,-62,-55,-61,-53,-64
-23,-39,-40,-51,-56,-49,-49,-46,-55,-48,-52,-55,-50,-51,-53,-54,-63,-55,-62,-55,-63
-23,-39,-44,-52,-55,-50,-49,-46,-55,-68,-51,-56,-50,-51,-52,-54,-63,-55,-61,-55,-63
-23,-41,-40,-52,-56,-48,-52,-46,-56,-48,-52,-55,-53,-52,-54,-54,-63,-55,-62,-55,-64
-23,-40,-39,-53,-56,-49,-73,-46,-59,-49,-52,-56,-50,-51,-52,-54,-62,-55,-63,-53,-56
